#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B	UniProt Accessions	Biogrid Database	FT	DNA binding	Repressor activity	WD40 Interaction	Mean LIS TBL1R	Mean cLIS TBL1R	Mean LIS TBL1	Mean cLIS TBL1	Mean LIS	Mean cLIS
2246399	81628	6907	123563	112770	-	-	TSC22D4	TBL1X	THG-1|THG1|TILZ2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,975220339	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.975220339, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9Y3Q8	-	NP_001289972|NP_112197	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2247494	283078	6907	129453	112770	-	-	MKX	TBL1X	C10orf48|IFRX|IRXL1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,970813913	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.970813913, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q8IYA7	-	NP_775847|NP_001229631	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q8BIA3	TBL1X/TBL1XR1	True	True	True	True	0.402	0.583	0.3775	0.526	0.38975	0.5545
2247891	135398	6907	126429	112770	-	-	C6ORF141	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,969173114	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.969173114, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q5SZD1	A0A024RD72	NP_001139124	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2248082	23765	6907	117265	112770	-	-	IL17RA	TBL1X	CANDF5|CD217|CDw217|IL-17RA|IL17R|hIL-17R	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,968353169	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.968353169, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96F46	-	NP_001276834|NP_055154	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2253162	5055	6907	111092	112770	-	-	SERPINB2	TBL1X	HsT1201|PAI|PAI-2|PAI2|PLANH2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,94221786	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.94221786, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P05120	-	NP_002566|NP_001137290	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2255200	55282	6907	120570	112770	-	-	LRRC36	TBL1X	RORBP70|XLHSRF2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,928980404	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.928980404, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q1X8D7	B7Z4G3	NP_001155047|NP_060766	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2259423	7086	6907	112941	112770	-	-	TKT	TBL1X	HEL107|TK|TKT1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,895070396	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.895070396, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P29401	V9HWD9	NP_001055|NP_001244957|NP_001128527	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2259512	79726	6907	122841	112770	FP977	-	WDR59	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,894340148	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.894340148, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q6PJI9	-	NP_085058	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2261709	116138	6907	125478	112770	RP1-20C7.3	-	KLHDC3	TBL1X	PEAS|dJ20C7.3	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,874272288	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.874272288, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9BQ90	-	NP_476502	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2263004	8468	6907	114046	112770	-	-	FKBP6	TBL1X	FKBP36	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,86141383	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.86141383, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O75344	-	NP_003593|NP_001268233|NP_001128683	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2266605	51179	6907	119356	112770	RP5-871G17.1	-	HAO2	TBL1X	GIG16|HAOX2	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0,823582129	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.823582129, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q9NYQ3	-	NP_001005783|NP_057611	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2347830	84101	6907	123890	112770	-	-	USP44	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Lan X (2016)	PUBMED:27880911	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2347841	84101	6907	123890	112770	-	-	USP44	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2347845	6907	84101	112770	123890	-	-	TBL1X	USP44	EBI|SMAP55|TBL1	-	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2347846	6907	79718	112770	122834	-	-	TBL1X	TBL1XR1	EBI|SMAP55|TBL1	C21|DC42|IRA1|TBLR1	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	Q9BZK7	-	NP_078941|NP_001308124|NP_001308122|NP_001308123|NP_001361257|NP_001361256|NP_001361259|NP_001361258	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2347847	6907	9611	112770	114973	-	-	TBL1X	NCOR1	EBI|SMAP55|TBL1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR	Affinity Capture-Western	physical	Lan X (2016)	PUBMED:27880911	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	O75376	Q6PGR4|A0A024RD47	NP_001177367|NP_006302|NP_001177369	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2377037	7706	6907	113500	112770	-	-	TRIM25	TBL1X	EFP|RNF147|Z147|ZNF147	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2379196	7706	6907	113500	112770	-	-	TRIM25	TBL1X	EFP|RNF147|Z147|ZNF147	EBI|SMAP55|TBL1	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2397853	3191	6907	109432	112770	P/OKcl.14	-	HNRNPL	TBL1X	HNRPL|hnRNP-L	EBI|SMAP55|TBL1	Affinity Capture-RNA	physical	Fei T (2017)	PUBMED:28611215	9606	9606	High Throughput	-	-	-	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2459573	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Shan L (2016)	PUBMED:27773593	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q3UCQ1	TBL1X/TBL1XR1	True	True	True	True	0.0895	0.025	0.0345	0.0115	0.062	0.01825
2459588	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Affinity Capture-Western	physical	Shan L (2016)	PUBMED:27773593	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q3UCQ1	TBL1X/TBL1XR1	True	True	True	True	0.0895	0.025	0.0345	0.0115	0.062	0.01825
2459604	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Co-purification	physical	Shan L (2016)	PUBMED:27773593	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q3UCQ1	TBL1X/TBL1XR1	True	True	True	True	0.0895	0.025	0.0345	0.0115	0.062	0.01825
2459618	3607	6907	109820	112770	-	-	FOXK2	TBL1X	ILF|ILF-1|ILF1	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Shan L (2016)	PUBMED:27773593	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01167	-	NP_004505	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q3UCQ1	TBL1X/TBL1XR1	True	True	True	True	0.0895	0.025	0.0345	0.0115	0.062	0.01825
2465094	112399	6907	125185	112770	-	-	EGLN3	TBL1X	HIFP4H3|HIFPH3|PHD3	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of EGLN3 not clear	-	BIOGRID	Q9H6Z9	F8W1G2	NP_001295032|NP_071356	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2471155	9759	6907	115106	112770	-	-	HDAC4	TBL1X	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Rosenbluh J (2016)	PUBMED:27684187	9606	9606	High Throughput	-	-	High-credibility protein interactions were identified using draft-PPI and a method for protein interaction credibility scoring (ICS).	-	BIOGRID	P56524	Q86YH7	NP_001365345|NP_001365343|NP_006028|NP_001365344|NP_001365346	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2474414	4204	6907	110368	112770	-	-	MECP2	TBL1X	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P51608	Q59FJ6|D3YJ43	NP_001303266|NP_001104262|NP_004983	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q9Z2D6	TBL1X/TBL1XR1	True	True	True	True	0.149	0.06	0.27	0.307	0.2095	0.1835
2474417	8841	6907	114368	112770	-	-	HDAC3	TBL1X	HD3|RPD3|RPD3-2	EBI|SMAP55|TBL1	Reconstituted Complex	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15379	-	NP_003874	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2474419	6907	8841	112770	114368	-	-	TBL1X	HDAC3	EBI|SMAP55|TBL1	HD3|RPD3|RPD3-2	Affinity Capture-Western	physical	Kruusvee V (2017)	PUBMED:28348241	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	O15379	-	NP_003874	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2565547	25962	6907	117452	112770	MSTP054	-	KIAA1429	TBL1X	fSAP121	EBI|SMAP55|TBL1	Affinity Capture-RNA	physical	Yue Y (2018)	PUBMED:29507755	9606	9606	High Throughput	-	-	The RNA of the 'hit' genes was identified in an RIP-seq (RNA immunoprecipitation sequencing) experiment using the 'bait' protein, VIRMA.	-	BIOGRID	Q69YN4	-	NP_056311|NP_892121	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2614741	3066	6907	109316	112770	-	-	HDAC2	TBL1X	HD2|RPD3|YAF1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Tang W (2019)	PUBMED:30737378	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92769	-	NP_001518	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2619211	84243	6907	123972	112770	RP1-50O24.3	-	ZDHHC18	TBL1X	DHHC-18|DHHC18	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Chen X (2019)	PUBMED:30658672	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9NUE0	-	NP_115659	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2619242	254887	6907	129056	112770	-	-	ZDHHC23	TBL1X	NIDD	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Chen X (2019)	PUBMED:30658672	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8IYP9	-	NP_775841|NP_001307396|NP_001307395|NP_001350881|NP_001307397	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2631880	8359	6907	113955	112770	-	-	HIST1H4A	TBL1X	H4FA	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Nakamura K (2019)	PUBMED:30804502	9606	9606	High Throughput	-	-	assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation)	-	BIOGRID	P62805	B2R4R0	NP_003529	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2707058	6907	403	112770	106896	-	RP11-47A8.3	TBL1X	ARL3	EBI|SMAP55|TBL1	ARFL3	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P36405	-	NP_004302	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
2900502	84101	6907	123890	112770	-	-	USP44	TBL1X	-	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Oh E (2020)	PUBMED:32076268	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0E7	F8VRI7|A0A024RBD7	NP_001265322|NP_115523|NP_001035862	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3025362	6907	1499	112770	107880	-	OK/SW-cl.35	TBL1X	CTNNB1	EBI|SMAP55|TBL1	CTNNB|MRD19|armadillo	Affinity Capture-Western	physical	Youssef Y (2020)	PUBMED:33054136	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	P35222	B4DGU4|A0A024R2Q3	NP_001091680|NP_001091679|NP_001895|NP_001317658	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3035438	283078	6907	129453	112770	-	-	MKX	TBL1X	C10orf48|IFRX|IRXL1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,971358693	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.971358693, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8IYA7	-	NP_775847|NP_001229631	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens	Q8BIA3	TBL1X/TBL1XR1	True	True	True	True	0.402	0.583	0.3775	0.526	0.38975	0.5545
3036005	8099	6907	113770	112770	-	-	CDK2AP1	TBL1X	DOC1|DORC1|ST19|doc-1|p12DOC-1	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,996278739	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.996278739, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O14519	-	NP_004633|NP_001257363|NP_001257362	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3050790	55370	6907	120646	112770	RP11-196N14.1	-	PPP4R1L	TBL1X	C20orf192|PPP4R1P1|PRO1085	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,89407367	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.89407367, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
3058179	2630	6907	108900	112770	RP11-263K19.8	-	GBAP1	TBL1X	GBAP	EBI|SMAP55|TBL1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0,981919935	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.981919935, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	-	-	-	O60907	A0A024RBV9	NP_001132940|NP_001132938|NP_005638|NP_001132939	-	-	-	-	-	-	Homo sapiens	Homo sapiens												
